"response_id","response","condition","scenario","response_number"
"R_5MR5QvICk3iVxQb","He is only getting enough gas to get home",2,5,4
"R_5MR5QvICk3iVxQb","Find another way for her to get there",2,5,5
"R_5MR5QvICk3iVxQb","Throw the knife away in a trashcan",2,7,1
"R_5MR5QvICk3iVxQb","Admit to security that he accidentally brought it",2,7,2
"R_5MR5QvICk3iVxQb","If he has time, go back home to drop it off",2,7,3
"R_5MR5QvICk3iVxQb","Ask for assistance on how to best approach the situation",2,7,4
"R_5MR5QvICk3iVxQb","Hide it",2,7,5
"R_72WAzU0jf8bT65J","Seek the advice of medical professionals",1,1,1
"R_72WAzU0jf8bT65J","Go to friends and family",1,1,2
"R_72WAzU0jf8bT65J","Start a Go-Fund-Me",1,1,3
"R_72WAzU0jf8bT65J","Travel to a different country with more affordable healthcare",1,1,4
"R_72WAzU0jf8bT65J","He could ""find"" the medication",1,1,5
"R_72WAzU0jf8bT65J","Say yes",1,5,1
"R_72WAzU0jf8bT65J","Say no",1,5,2
"R_72WAzU0jf8bT65J","Pay for a cab",1,5,3
"R_72WAzU0jf8bT65J","Take her most of the way there",1,5,4
"R_72WAzU0jf8bT65J","Ignore her",1,5,5
"R_72WAzU0jf8bT65J","Lock up and leave",1,9,1
"R_72WAzU0jf8bT65J","Stay",1,9,2
"R_72WAzU0jf8bT65J","Call his boss",1,9,3
"R_72WAzU0jf8bT65J","Wait a little later than usual",1,9,4
"R_72WAzU0jf8bT65J","Call another employee",1,9,5
"R_34t6UZ15RZT05ZD","Abandon his car and call a taxi",1,2,1
"R_34t6UZ15RZT05ZD","Call a friend to pick up his car",1,2,2
"R_34t6UZ15RZT05ZD","Wait for road side assistance to tow him",1,2,3
"R_34t6UZ15RZT05ZD","Get out and try to catch a ride with a stranger",1,2,4
"R_34t6UZ15RZT05ZD","Walk to the airport",1,2,5
"R_34t6UZ15RZT05ZD","Pull over and wait for the driver to get far away",1,4,1
"R_34t6UZ15RZT05ZD","Honk the horn",1,4,2
"R_34t6UZ15RZT05ZD","Pull over and call for the police",1,4,3
"R_34t6UZ15RZT05ZD","Attempt to drive around him",1,4,4
"R_34t6UZ15RZT05ZD","Continue to drive behind the driver",1,4,5
"R_34t6UZ15RZT05ZD","Say no",1,5,1
"R_34t6UZ15RZT05ZD","Offer the ride",1,5,2
"R_34t6UZ15RZT05ZD","Offer to drive part of the way",1,5,3
"R_34t6UZ15RZT05ZD","Drive her there",1,5,4
"R_34t6UZ15RZT05ZD","Call her a taxi",1,5,5
"R_3SoVE4JwjV3oFQl","Switch insurances",1,1,1
"R_3SoVE4JwjV3oFQl","Sell old things",1,1,2
"R_3SoVE4JwjV3oFQl","Ask doctor options",1,1,3
"R_3SoVE4JwjV3oFQl","Look into state benefits for perscriptions",1,1,4
"R_3SoVE4JwjV3oFQl","Go full Walter White",1,1,5
"R_3SoVE4JwjV3oFQl","Wait for the owner to come back",1,6,1
"R_3SoVE4JwjV3oFQl","Call the police",1,6,2
"R_3SoVE4JwjV3oFQl","Break the windows and rescue the dog",1,6,3
"R_3SoVE4JwjV3oFQl","Go into the mall and page the owner",1,6,4
"R_3SoVE4JwjV3oFQl","Ignore the situation",1,6,5
"R_3SoVE4JwjV3oFQl","Discretely let someone know ",1,8,1
"R_3SoVE4JwjV3oFQl","Call the taxi company ",1,8,2
"R_3SoVE4JwjV3oFQl","Apologize",1,8,3
"R_3SoVE4JwjV3oFQl","Ask someone for a placeholder ring so the ceremony isn't disrupted",1,8,4
"R_3SoVE4JwjV3oFQl","Check the rest of his pockets just in case",1,8,5
"R_3S6UjJG08PiCEPp","See if there is a generic version available",2,1,1
"R_3S6UjJG08PiCEPp","start a GoFundMe",2,1,2
"R_3S6UjJG08PiCEPp","Reach out to the drug manufacturer to see if they have rebates or coupons",2,1,3
"R_3S6UjJG08PiCEPp","Call the doctors office to see if they have samples",2,1,4
"R_3S6UjJG08PiCEPp","Ask family to help with money",2,1,5
"R_3S6UjJG08PiCEPp","Go put the knife in his car",2,7,1
"R_3S6UjJG08PiCEPp","Throw the knife away",2,7,2
"R_3S6UjJG08PiCEPp","no other options",2,7,3
"R_3S6UjJG08PiCEPp","no other options",2,7,4
"R_3S6UjJG08PiCEPp","no other options",2,7,5
"R_3S6UjJG08PiCEPp","Call another employee to cover",2,9,1
"R_3S6UjJG08PiCEPp","Call the store manager",2,9,2
"R_3S6UjJG08PiCEPp","Close the store down and leave for his appt",2,9,3
"R_3S6UjJG08PiCEPp","Wait a few minutes longer to see if he shows up",2,9,4
"R_3S6UjJG08PiCEPp","idk",2,9,5
"R_56mvfURuPeCXB6r","Nothing.",2,3,1
"R_56mvfURuPeCXB6r","Go in without Ted and wait for him to return.",2,3,2
"R_56mvfURuPeCXB6r","Give Ted the car keys so he can retrieve his ticket.",2,3,3
"R_56mvfURuPeCXB6r","Ask the gatekeeper to let him in anyway.",2,3,4
"R_56mvfURuPeCXB6r","Ask if Ted would rather buy another ticket.",2,3,5
"R_56mvfURuPeCXB6r","Take her to the next city.",2,5,1
"R_56mvfURuPeCXB6r","Reject her request.",2,5,2
"R_56mvfURuPeCXB6r","Ask nearby people if anyone is going that far in that direction.",2,5,3
"R_56mvfURuPeCXB6r","Ignore her.",2,5,4
"R_56mvfURuPeCXB6r","Ask if taking her partway is acceptable.",2,5,5
"R_56mvfURuPeCXB6r","Call for help from mall security.",2,6,1
"R_56mvfURuPeCXB6r","Break a window to rescue the dog.",2,6,2
"R_56mvfURuPeCXB6r","Ignore the problem.",2,6,3
"R_56mvfURuPeCXB6r","See if she can break into the car without damaging it.",2,6,4
"R_56mvfURuPeCXB6r","Call the emergency animal rescue nearby.",2,6,5
"R_7TYuRV0fo2RuQFb","Check on the status of the flight time",1,2,1
"R_7TYuRV0fo2RuQFb","Call the airline to see if he can make it",1,2,2
"R_7TYuRV0fo2RuQFb","Call the airline to see if there is another flight",1,2,3
"R_7TYuRV0fo2RuQFb","Cry",1,2,4
"R_7TYuRV0fo2RuQFb","Go home",1,2,5
"R_7TYuRV0fo2RuQFb","say no",1,5,1
"R_7TYuRV0fo2RuQFb","give her a paid Uber",1,5,2
"R_7TYuRV0fo2RuQFb","give her a ride",1,5,3
"R_7TYuRV0fo2RuQFb","Give her a paid lyft",1,5,4
"R_7TYuRV0fo2RuQFb","ask to help call her friends",1,5,5
"R_7TYuRV0fo2RuQFb","Call an animal officer",1,6,1
"R_7TYuRV0fo2RuQFb","Take the pet with her to the store",1,6,2
"R_7TYuRV0fo2RuQFb","Park in the shade and leave ice cold water for no longer than 5 minutes",1,6,3
"R_7TYuRV0fo2RuQFb","Don't take your dog shopping and leaving them in the car",1,6,4
"R_7TYuRV0fo2RuQFb","Stop being irresponsible ",1,6,5
"R_6MSVzFHUWrpm50I","he could borrow money from his friends or family",1,1,1
"R_6MSVzFHUWrpm50I","he could find a way to change insurance",1,1,2
"R_6MSVzFHUWrpm50I","he could ask for a second opinion from another doctor",1,1,3
"R_6MSVzFHUWrpm50I","he could take a credit under his name to purchase",1,1,4
"R_6MSVzFHUWrpm50I","he could obtain money illegally to buy the medication",1,1,5
"R_6MSVzFHUWrpm50I","he could agree to give her a ride",1,5,1
"R_6MSVzFHUWrpm50I","he could give her some money to Uber",1,5,2
"R_6MSVzFHUWrpm50I","he could politely tell her that he is in a rush and can't give her a ride",1,5,3
"R_6MSVzFHUWrpm50I","he could tell her how she can get there using public transportation",1,5,4
"R_6MSVzFHUWrpm50I","he could say no without explanation",1,5,5
"R_6MSVzFHUWrpm50I","he could lock the store if he has the keys and leave",1,9,1
"R_6MSVzFHUWrpm50I","he could stay until the boss comes",1,9,2
"R_6MSVzFHUWrpm50I","he could call his attorney and explain the situation/ask to reschedule",1,9,3
"R_6MSVzFHUWrpm50I","he could call his friend or coworker and ask them to cover for the boss",1,9,4
"R_6MSVzFHUWrpm50I","he could try to call the boss' family and inquire about where he is",1,9,5
"R_7JfFwcDJP35Hzln","Call anyone around the area who can help",1,2,1
"R_7JfFwcDJP35Hzln","pick an uber",1,2,2
"R_7JfFwcDJP35Hzln","call the insurance company",1,2,3
"R_7JfFwcDJP35Hzln","Postpone the trip",1,2,4
"R_7JfFwcDJP35Hzln","try fixing the car himself ",1,2,5
"R_7JfFwcDJP35Hzln","blow the horn",1,4,1
"R_7JfFwcDJP35Hzln","wait for the other car to pass",1,4,2
"R_7JfFwcDJP35Hzln","should not drive on the blindspot of the car",1,4,3
"R_7JfFwcDJP35Hzln","warn or signal other cars",1,4,4
"R_7JfFwcDJP35Hzln","pull over if possible ",1,4,5
"R_7JfFwcDJP35Hzln","get a new ring at a near store",1,8,1
"R_7JfFwcDJP35Hzln","take someone's ring and use it in the interim",1,8,2
"R_7JfFwcDJP35Hzln","prolong the wedding to the ring the ring exchange part",1,8,3
"R_7JfFwcDJP35Hzln","try calling the taxi driver if possible",1,8,4
"R_7JfFwcDJP35Hzln","tell the truth",1,8,5
"R_6YbOL8ZdNaZuHmq","call a friend",2,2,1
"R_6YbOL8ZdNaZuHmq","call a cab",2,2,2
"R_6YbOL8ZdNaZuHmq","hitchhike",2,2,3
"R_6YbOL8ZdNaZuHmq","call AAA/insurance for emergency car service",2,2,4
"R_6YbOL8ZdNaZuHmq","rearrange his flight",2,2,5
"R_6YbOL8ZdNaZuHmq","call the taxi company",2,8,1
"R_6YbOL8ZdNaZuHmq","tell his sister immediately",2,8,2
"R_6YbOL8ZdNaZuHmq","provide a temporary alternative",2,8,3
"R_6YbOL8ZdNaZuHmq","ask someone else to track it down",2,8,4
"R_6YbOL8ZdNaZuHmq","stop the wedding",2,8,5
"R_6YbOL8ZdNaZuHmq","leave the store unattended",2,9,1
"R_6YbOL8ZdNaZuHmq","call the police for a welfare check on his boss",2,9,2
"R_6YbOL8ZdNaZuHmq","stay and work until relieved",2,9,3
"R_6YbOL8ZdNaZuHmq","call another employee",2,9,4
"R_6YbOL8ZdNaZuHmq","close the store",2,9,5
"R_5hylUXm07Br8SGU","Take out loans",2,1,1
"R_5hylUXm07Br8SGU","Set up a donation page",2,1,2
"R_5hylUXm07Br8SGU","Try to an insurance that can cover the med",2,1,3
"R_5hylUXm07Br8SGU","Borrow money",2,1,4
"R_5hylUXm07Br8SGU","Heinz can look for a job that pays more",2,1,5
"R_5hylUXm07Br8SGU","Get a taxi and tow the car",2,2,1
"R_5hylUXm07Br8SGU","Cancel the flight and get another ticket for the same day",2,2,2
"R_5hylUXm07Br8SGU","Fix the car himself if possible",2,2,3
"R_5hylUXm07Br8SGU","Call the car company to fix it",2,2,4
"R_5hylUXm07Br8SGU","Cancel the flight and get another ticket for the next day",2,2,5
"R_5hylUXm07Br8SGU","Call other coworkers",2,9,1
"R_5hylUXm07Br8SGU","Write a note, close the store, and just leave",2,9,2
"R_5hylUXm07Br8SGU","Call the boss until the boss answers it",2,9,3
"R_5hylUXm07Br8SGU","Call boss's family members",2,9,4
"R_5hylUXm07Br8SGU","Reschedule the court appointment",2,9,5
"R_1ow0wDgAr4zG6va","Slow down and let the driver get further ahead",1,4,1
"R_1ow0wDgAr4zG6va","Stop for a few minutes to allow the driver to get ahead",1,4,2
"R_1ow0wDgAr4zG6va","Call the police and alert them to the intoxicated driver",1,4,3
"R_1ow0wDgAr4zG6va","Speed up and attempt to pass the driver",1,4,4
"R_1ow0wDgAr4zG6va","Continue driving and monitor the driver ahead",1,4,5
"R_1ow0wDgAr4zG6va","Do nothing and see if it is caught",1,7,1
"R_1ow0wDgAr4zG6va","Alert the security officer when he gets to front of line",1,7,2
"R_1ow0wDgAr4zG6va","Throw the knife away",1,7,3
"R_1ow0wDgAr4zG6va","Give the knife to a friend",1,7,4
"R_1ow0wDgAr4zG6va","Try to hide the knife better so it is not seen",1,7,5
"R_1ow0wDgAr4zG6va","Attempt to call the tax driver to have the ring returned",1,8,1
"R_1ow0wDgAr4zG6va","Alert the groom and sister of the situation",1,8,2
"R_1ow0wDgAr4zG6va","Stop the ceremony and apologize",1,8,3
"R_1ow0wDgAr4zG6va","Do nothing ",1,8,4
"R_1ow0wDgAr4zG6va","Alert someone in the audience and ask them to track down ring",1,8,5
"R_5JFQkbBsye5Z7Q9","Heinz could reach out to family members for their help.",2,1,1
"R_5JFQkbBsye5Z7Q9","He could borrow from the bank.",2,1,2
"R_5JFQkbBsye5Z7Q9","He could create a go-fund-me account and create awareness about his challenge on social media.",2,1,3
"R_5JFQkbBsye5Z7Q9","He could decide to risk her life and do nothing.",2,1,4
"R_5JFQkbBsye5Z7Q9","He could also buy over-the counter drugs and do a self-medication for her.",2,1,5
"R_5JFQkbBsye5Z7Q9","He could politely tell her he is sorry, but he would not be able to drive beyond his destination.",2,5,1
"R_5JFQkbBsye5Z7Q9","He could simply ignore her and focus on refilling his tank.",2,5,2
"R_5JFQkbBsye5Z7Q9","He could book an Uber or other similar ride-hailing service for her.",2,5,3
"R_5JFQkbBsye5Z7Q9","He could as well tell her it is fine and agree to offer her a ride to her destination.",2,5,4
"R_5JFQkbBsye5Z7Q9","He could advise her on any other possible options that could help her get home.",2,5,5
"R_5JFQkbBsye5Z7Q9","He could walk up to the security officials and hand over the large knife to them after explaining how he came about having it in his bag.",2,7,1
"R_5JFQkbBsye5Z7Q9","He could drop the knife in a place at the airport where no one would be able to suspect him as the owner.",2,7,2
"R_5JFQkbBsye5Z7Q9","He could also decide to get out of the venue and dispose the knife.",2,7,3
"R_5JFQkbBsye5Z7Q9","He could also look for someone that could help him get rid of the knife while he remains on the queue. ",2,7,4
"R_5JFQkbBsye5Z7Q9","Carl could also decide against attending the food festival.",2,7,5
"R_6Cgew2l9Qmnsmkz","steal the money",1,1,1
"R_6Cgew2l9Qmnsmkz","pick up a gig job ",1,1,2
"R_6Cgew2l9Qmnsmkz","ask friends to borrow money",1,1,3
"R_6Cgew2l9Qmnsmkz","ask family to borrow money",1,1,4
"R_6Cgew2l9Qmnsmkz","file an appeal with the insurance company",1,1,5
"R_6Cgew2l9Qmnsmkz","call 911",1,4,1
"R_6Cgew2l9Qmnsmkz","follow the person",1,4,2
"R_6Cgew2l9Qmnsmkz","try to get their attention to pull them over and check on them",1,4,3
"R_6Cgew2l9Qmnsmkz","honk at them",1,4,4
"R_6Cgew2l9Qmnsmkz","pull over and wait until they are out of sight then continue on their way",1,4,5
"R_6Cgew2l9Qmnsmkz","ask a guest to borrow one of their rings",1,8,1
"R_6Cgew2l9Qmnsmkz","whisper to the bride and groom an apology",1,8,2
"R_6Cgew2l9Qmnsmkz","cry",1,8,3
"R_6Cgew2l9Qmnsmkz","stop the ceremony to call the taxi company",1,8,4
"R_6Cgew2l9Qmnsmkz","use a flower stem for a temporary ring",1,8,5
"R_1oLsH88LkvnErhT","Ask from assistance from family",1,1,1
"R_1oLsH88LkvnErhT","Ask for assistance from friends",1,1,2
"R_1oLsH88LkvnErhT","Ask if the doctor has any samples",1,1,3
"R_1oLsH88LkvnErhT","Ask if the doctor has any coupons towards discounts",1,1,4
"R_1oLsH88LkvnErhT","Try to negotiate with the insurance company",1,1,5
"R_1oLsH88LkvnErhT","Tell her he can't; it's not safe to let a stranger in the car",1,5,1
"R_1oLsH88LkvnErhT","Offer to take her as far as he's going",1,5,2
"R_1oLsH88LkvnErhT","Take her the entire way",1,5,3
"R_1oLsH88LkvnErhT","Offer to call her an uber",1,5,4
"R_1oLsH88LkvnErhT","Offer to give her bus fare",1,5,5
"R_1oLsH88LkvnErhT","Lock up the store and leave",1,9,1
"R_1oLsH88LkvnErhT","Try to get someone else to come in",1,9,2
"R_1oLsH88LkvnErhT","Try to reschedule his court date",1,9,3
"R_1oLsH88LkvnErhT","Call the corporate office and explain the problem; lock up and leave",1,9,4
"R_1oLsH88LkvnErhT","Wait as long as possible, then lock up and leave",1,9,5
"R_10wtlGJBiUnExNp","Turn around for friends ticket",2,3,1
"R_10wtlGJBiUnExNp","See if someone could bring the ticket",2,3,2
"R_10wtlGJBiUnExNp","Have her friend wait outside",2,3,3
"R_10wtlGJBiUnExNp","See if they can look his ticket up at the concert",2,3,4
"R_10wtlGJBiUnExNp","Buy an additional ticket at the gate",2,3,5
"R_10wtlGJBiUnExNp","Call the cops",2,4,1
"R_10wtlGJBiUnExNp","Keep his distance",2,4,2
"R_10wtlGJBiUnExNp","Choose to take a different route home",2,4,3
"R_10wtlGJBiUnExNp","Follow the drunk driver while talking to the cops",2,4,4
"R_10wtlGJBiUnExNp","Pull over somewhere until the drunk driver is away from you",2,4,5
"R_10wtlGJBiUnExNp","Call the cops",2,6,1
"R_10wtlGJBiUnExNp","Go inside to try and find the owner",2,6,2
"R_10wtlGJBiUnExNp","Break the car window",2,6,3
"R_10wtlGJBiUnExNp","Call animal control",2,6,4
"R_10wtlGJBiUnExNp","Wait for the owner to come out and lecture them about the dangers of leaving the dog inside the car.",2,6,5
"R_64Mlypf2TgMbmz6","disapointed",2,2,1
"R_64Mlypf2TgMbmz6","worried",2,2,2
"R_64Mlypf2TgMbmz6","sad",2,2,3
"R_64Mlypf2TgMbmz6","fixed the car on time ",2,2,4
"R_64Mlypf2TgMbmz6","call mechanics",2,2,5
"R_64Mlypf2TgMbmz6","be patience",2,4,1
"R_64Mlypf2TgMbmz6","drive carefully",2,4,2
"R_64Mlypf2TgMbmz6","be in his lane",2,4,3
"R_64Mlypf2TgMbmz6","report to police",2,4,4
"R_64Mlypf2TgMbmz6","break",2,4,5
"R_64Mlypf2TgMbmz6","fell worried",2,9,1
"R_64Mlypf2TgMbmz6","call",2,9,2
"R_64Mlypf2TgMbmz6","report to work",2,9,3
"R_64Mlypf2TgMbmz6","do his duties",2,9,4
"R_64Mlypf2TgMbmz6","disappointed",2,9,5
"R_5GkopTuQFGmLEt3","Give Ted her ticket because he is much more of a fan.",1,3,1
"R_5GkopTuQFGmLEt3","Go into the concert by herself with her ticket.",1,3,2
"R_5GkopTuQFGmLEt3","Ted would rush home to get the ticket, even though he may miss most of the concert",1,3,3
"R_5GkopTuQFGmLEt3","Darya would not go to the concert, and her and Ted would go to dinner instead.",1,3,4
"R_5GkopTuQFGmLEt3","Ted would try to buy a ticket from a scalper outside the stadium.",1,3,5
"R_5GkopTuQFGmLEt3","Carmeron would decline, saying it is out of the way.",1,5,1
"R_5GkopTuQFGmLEt3","Carmeron would give her money to take a taxi.",1,5,2
"R_5GkopTuQFGmLEt3","Would get your a Uber and pay for it. ",1,5,3
"R_5GkopTuQFGmLEt3","Carmeron would give her a ride part of the way.",1,5,4
"R_5GkopTuQFGmLEt3","Carmeron would give her a ride home.",1,5,5
"R_5GkopTuQFGmLEt3","He could ask to go put it in his check bag.",1,7,1
"R_5GkopTuQFGmLEt3","Carl could choose to surrender the expensive knife.",1,7,2
"R_5GkopTuQFGmLEt3","Carl could choose to surrender the knife and buy a new one in Chicago.",1,7,3
"R_5GkopTuQFGmLEt3","Carl could give it to a friend that drove him to the airport.",1,7,4
"R_5GkopTuQFGmLEt3","Carl could choose to miss the flight, take the knife home. And take the next flight out to Chicago.",1,7,5
"R_7k7O4QRMI4S4I0x","call his wife for a ride",1,2,1
"R_7k7O4QRMI4S4I0x","call Uber or a taxi for a ride",1,2,2
"R_7k7O4QRMI4S4I0x","call a wrecker to move his car",1,2,3
"R_7k7O4QRMI4S4I0x","phone a friend",1,2,4
"R_7k7O4QRMI4S4I0x","take a bus",1,2,5
"R_7k7O4QRMI4S4I0x","nothing",1,3,1
"R_7k7O4QRMI4S4I0x","sell Ted her ticket",1,3,2
"R_7k7O4QRMI4S4I0x","see if there are other tickets for sale",1,3,3
"R_7k7O4QRMI4S4I0x","offer to take Ted home to get his ticket",1,3,4
"R_7k7O4QRMI4S4I0x","sell her ticket and go to a movie with Ted",1,3,5
"R_7k7O4QRMI4S4I0x","call mall security",1,6,1
"R_7k7O4QRMI4S4I0x","call police",1,6,2
"R_7k7O4QRMI4S4I0x","look for owner of car/dog",1,6,3
"R_7k7O4QRMI4S4I0x","break window of car and rescue dog",1,6,4
"R_7k7O4QRMI4S4I0x","nothing",1,6,5
"R_1Ow7wZwM1JpWcyW","Call a friend to come get him and take him to the airport",1,2,1
"R_1Ow7wZwM1JpWcyW","Call a tow truck to take his car back to his house ",1,2,2
"R_1Ow7wZwM1JpWcyW","Take an Uber to the airport after calling a tow truck",1,2,3
"R_1Ow7wZwM1JpWcyW","Take the bus to the airport after having car towed",1,2,4
"R_1Ow7wZwM1JpWcyW","Try to get on a later flight and get the car towed.",1,2,5
"R_1Ow7wZwM1JpWcyW","Darya could offer to give Ted her ticket",1,3,1
"R_1Ow7wZwM1JpWcyW","She cold sell her ticket at the door and skip the concert",1,3,2
"R_1Ow7wZwM1JpWcyW","She could not sell her ticket, but decide the money is not as important as Ted",1,3,3
"R_1Ow7wZwM1JpWcyW","She could take Ted back and get his ticket and catch however much of the concert is left when they get back.",1,3,4
"R_1Ow7wZwM1JpWcyW","She could give her ticket away to someone outside the concert",1,3,5
"R_1Ow7wZwM1JpWcyW","Give the groom a ring off his own finger as a temporary substitute ring to use",1,8,1
"R_1Ow7wZwM1JpWcyW","Whisper to the minister what happened so he can alter the ceremony.",1,8,2
"R_1Ow7wZwM1JpWcyW","Whisper to the guy next to him to let him borrow a ring",1,8,3
"R_1Ow7wZwM1JpWcyW","Make a wedding day memory for everyone, with a classy apology.",1,8,4
"R_1Ow7wZwM1JpWcyW","Pretend to hand the rings, and signal to the bride and groom to fake the ring portion of the ceremony.",1,8,5
"R_1WHyzUjIfj8D3MZ","Ask the doctor for assistance",1,1,1
"R_1WHyzUjIfj8D3MZ","seek financial aid program",1,1,2
"R_1WHyzUjIfj8D3MZ","Apply for a payment plan",1,1,3
"R_1WHyzUjIfj8D3MZ","Crowdfunding",1,1,4
"R_1WHyzUjIfj8D3MZ","Borrow money from family or friends",1,1,5
"R_1WHyzUjIfj8D3MZ","check for digital ticket option",1,3,1
"R_1WHyzUjIfj8D3MZ","speake to the event staff about the issue",1,3,2
"R_1WHyzUjIfj8D3MZ","call someone for help",1,3,3
"R_1WHyzUjIfj8D3MZ","search for a resale option",1,3,4
"R_1WHyzUjIfj8D3MZ","stay with Ted or cordinate a meeting point",1,3,5
"R_1WHyzUjIfj8D3MZ","Assess the situation",1,6,1
"R_1WHyzUjIfj8D3MZ","Look for the car owner",1,6,2
"R_1WHyzUjIfj8D3MZ","Call animal control or the police",1,6,3
"R_1WHyzUjIfj8D3MZ","Document the incident",1,6,4
"R_1WHyzUjIfj8D3MZ","Take emergency action only if necessary",1,6,5
"R_5lPMZUXs2CMWpvf","Ask family and friends for the money",1,1,1
"R_5lPMZUXs2CMWpvf","Pick up extra work to make money to defray the cost",1,1,2
"R_5lPMZUXs2CMWpvf","Get a Loan",1,1,3
"R_5lPMZUXs2CMWpvf","Sign up for a medical prescription program ",1,1,4
"R_5lPMZUXs2CMWpvf","Sign up for Mediacaid program",1,1,5
"R_5lPMZUXs2CMWpvf","Call a family or friend to take him to the airport.",1,2,1
"R_5lPMZUXs2CMWpvf","Call a uber/ taxi to take him to the airport",1,2,2
"R_5lPMZUXs2CMWpvf","Call a tow truck once in the terminal",1,2,3
"R_5lPMZUXs2CMWpvf","Call roadside assistance.",1,2,4
"R_5lPMZUXs2CMWpvf","Walk probably",1,2,5
"R_5lPMZUXs2CMWpvf","call animal control",1,6,1
"R_5lPMZUXs2CMWpvf","call 911",1,6,2
"R_5lPMZUXs2CMWpvf","Let someone know in the front desk Mall",1,6,3
"R_5lPMZUXs2CMWpvf","Wait for someone to come",1,6,4
"R_5lPMZUXs2CMWpvf","Leave the Dog",1,6,5
"R_5aulyey3yG8PXoJ","Darya could buy Ted another ticket.",1,3,1
"R_5aulyey3yG8PXoJ","Darya could go to Teds house with him.",1,3,2
"R_5aulyey3yG8PXoJ","Darya could laugh at Ted.",1,3,3
"R_5aulyey3yG8PXoJ","Darya could ask around for an extra ticket.",1,3,4
"R_5aulyey3yG8PXoJ","Darya could give Ted her ticket and go home.",1,3,5
"R_5aulyey3yG8PXoJ","Erica could leave the dog to suffer.",1,6,1
"R_5aulyey3yG8PXoJ","Erica could leave a note.",1,6,2
"R_5aulyey3yG8PXoJ","Erica could notify somebody in the store.",1,6,3
"R_5aulyey3yG8PXoJ","Erica could break the window and free the dog.",1,6,4
"R_5aulyey3yG8PXoJ","Erica could call the police.",1,6,5
"R_5aulyey3yG8PXoJ","Jeff could close the store, and give his boss the reasons why he did.",1,9,1
"R_5aulyey3yG8PXoJ","Jeff could call the court to let them know of his situation.",1,9,2
"R_5aulyey3yG8PXoJ","Jeff could not call the court but be absent.",1,9,3
"R_5aulyey3yG8PXoJ","Jeff could call his lawyer.",1,9,4
"R_5aulyey3yG8PXoJ","Jeff could leave the store unattended.",1,9,5
"R_7fkOe4dbCqL1JhN","Call a taxi to get the rest of the way and leave the car there",2,2,1
"R_7fkOe4dbCqL1JhN","Call a car repair service and wait for the car to be fixed",2,2,2
"R_7fkOe4dbCqL1JhN","call a friend to drive him the rest of the way and then go back for his car to wait for a service to come",2,2,3
"R_7fkOe4dbCqL1JhN","reschedule the flight and deal with the car",2,2,4
"R_7fkOe4dbCqL1JhN","try to fix the car himself",2,2,5
"R_7fkOe4dbCqL1JhN","Continue on without stopping to check on the dog",2,6,1
"R_7fkOe4dbCqL1JhN","Call 911 to help the dog",2,6,2
"R_7fkOe4dbCqL1JhN","Try to find the owner of the car through the mall intercom system",2,6,3
"R_7fkOe4dbCqL1JhN","Try to open up the car window herself to give the dog some air",2,6,4
"R_7fkOe4dbCqL1JhN","Ask a stranger for help on what to do",2,6,5
"R_7fkOe4dbCqL1JhN","Call another co worker to take over his shift",2,9,1
"R_7fkOe4dbCqL1JhN","Close up the store and let his boss know that he needed to leave for his court appointment",2,9,2
"R_7fkOe4dbCqL1JhN","Miss the court appointment and stay to work",2,9,3
"R_7fkOe4dbCqL1JhN","Leave and assume that the boss will be there soon",2,9,4
"R_7fkOe4dbCqL1JhN","Try to reschedule the court appointment ",2,9,5
"R_6fOekFtDGz6G3Da","call AAA",1,2,1
"R_6fOekFtDGz6G3Da","call anyone whos awake and has a car",1,2,2
"R_6fOekFtDGz6G3Da","Order a lyft/uber",1,2,3
"R_6fOekFtDGz6G3Da","call non emergency number",1,2,4
"R_6fOekFtDGz6G3Da","dont get out of the car",1,2,5
"R_6fOekFtDGz6G3Da","stay behind and away from that car",1,4,1
"R_6fOekFtDGz6G3Da","call non emergency number",1,4,2
"R_6fOekFtDGz6G3Da","try to not panic",1,4,3
"R_6fOekFtDGz6G3Da","put on hazards to alert other drivers so no accident",1,4,4
"R_6fOekFtDGz6G3Da","call 911 if accident happens",1,4,5
"R_6fOekFtDGz6G3Da","call taxi company",1,8,1
"R_6fOekFtDGz6G3Da","call the non emergency number",1,8,2
"R_6fOekFtDGz6G3Da","call your future brother in law",1,8,3
"R_6fOekFtDGz6G3Da","ask a friend for bail money",1,8,4
"R_6fOekFtDGz6G3Da","move to canada",1,8,5
"R_106wNj20KZ6xB0O","Take down the plate number and call police ",2,4,1
"R_106wNj20KZ6xB0O","Ignore the situation and continue driving to the destination ",2,4,2
"R_106wNj20KZ6xB0O","Attempt to get the drivers attention and get them to stop ",2,4,3
"R_106wNj20KZ6xB0O","Pass the driver and do not inform anyone ",2,4,4
"R_106wNj20KZ6xB0O","Honk the horn at the driver and hope they become more aware ",2,4,5
"R_106wNj20KZ6xB0O","Call a friend or famiily member to take the knife. ",2,7,1
"R_106wNj20KZ6xB0O","Inform airport security about the knife",2,7,2
"R_106wNj20KZ6xB0O","Attempt to hide the knife in a secure area and hope it isnt found and taken",2,7,3
"R_106wNj20KZ6xB0O","Abandon the knife entirely ",2,7,4
"R_106wNj20KZ6xB0O","Go through security and hope they dont mention the knife ",2,7,5
"R_106wNj20KZ6xB0O","Continue calling his boss and hope he picks up ",2,9,1
