response_id,scenario,response_number,response,embedding,type,p_dist_cosine,m_dist_cosine,cluster_kmeans,cluster_kmeans_centroid_dist,cluster_kmeans_label
130,6,2.0,See if the mall can announce a plate number to find the owner.,"[-0.05623678 -0.00903078 -0.01720287 ...  0.0141538   0.00251239
 -0.01200708]",human,0.27050850874324983,0.6560361641227,14,0.18796330518062043,Ask the mall to make an announcement.
130,6,3.0,Call the police or 911.,"[-0.02575618 -0.00219513  0.00179228 ... -0.02113901  0.01259527
 -0.02891322]",human,0.3757821238189023,0.7417516535786256,1,0.14230613705391237,Call 911.
130,6,4.0,"Ask help services what to do, (don't break car without permission unless extremely serious).","[-0.01390755  0.01849727 -0.01220082 ... -0.01328482 -0.00486649
  0.00241787]",human,0.3386280529957867,0.7115002048790162,8,0.400596088008187,Ask someone around if they can help.
130,6,5.0,"See if the door is unlocked, if it is, let dog out and provide water.","[-0.04187683 -0.00208901 -0.00544721 ...  0.00840758 -0.02360565
 -0.00374314]",human,0.4248181397625952,0.7816775752310896,5,0.36588692966072467,Try to open the car door.
262,6,1.0,Call the police.,"[-0.0158989  -0.02674347  0.00585968 ... -0.02239731  0.00223209
 -0.02593811]",human,0.31803302909989484,0.6768067562432375,3,0.016473563881746478,Call the police.
262,6,2.0,Tell mall security.,"[-0.03853876 -0.03553538 -0.00097101 ...  0.00478577 -0.00539276
  0.00519277]",human,0.3496497818922767,0.7033806371838378,6,0.06711955550952486,Call mall security.
262,6,3.0,Do nothing.,"[-0.01819856 -0.00038459 -0.00090993 ... -0.00535154 -0.01326251
 -0.01627899]",human,0.394520581357081,0.7410945444442503,9,0.01090681375743241,Do nothing.
262,6,4.0,Check to see if car is unlocked.,"[-0.00956898  0.01887972 -0.00741703 ... -0.00149112 -0.01757421
  0.00666744]",human,0.30033134665119987,0.661928492022718,5,0.22628706436897983,Try to open the car door.
262,6,5.0,"If car is unlocked, open door/try to open window.","[-0.010787   -0.01508169 -0.01025555 ... -0.02733376 -0.02197617
 -0.00776348]",human,0.2754652333429408,0.6410285236151987,5,0.17544126938330473,Try to open the car door.
263,6,1.0,Find the owner of the dog.,"[-0.0308885   0.01367431  0.00995676 ...  0.0038679   0.00425742
 -0.02018686]",human,0.3368169640227563,0.685200510242201,4,0.18897333077864664,Look for the owner.
263,6,2.0,Give food and water to it.,"[-0.05648724 -0.00486043 -0.00036368 ...  0.00365609 -0.01199672
 -0.00861524]",human,0.3331015009793584,0.6820362380619998,16,0.35417969381895964,Provide shade and water(if possible).
263,6,3.0,Open the window for fresh air.,"[-0.04259747 -0.03772659  0.00442085 ...  0.0022577  -0.00919718
 -0.00736304]",human,0.46038514477589854,0.7904372875020904,16,0.43702850761776246,Provide shade and water(if possible).
263,6,4.0,Pat the dog.,"[-0.06830644  0.00404407 -0.01284805 ...  0.00880397 -0.01552688
 -0.01185917]",human,0.24956163426337974,0.6108895537592376,17,0.4530100074412109,Stay with the dog.
263,6,5.0,Play with the dog.,"[-0.02865586 -0.0189554  -0.00707055 ... -0.01350878 -0.02129788
 -0.01843805]",human,0.21353682375710126,0.580209042514578,17,0.3196054956748817,Stay with the dog.
27,6,1.0,She could look at the dog a little closer to see if it's okay.,"[-0.06245529  0.06742818 -0.00445154 ... -0.0048225  -0.01111549
 -0.00915708]",human,0.21977544356003964,0.5046380501709389,12,0.33039880443684433,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
27,6,2.0,"If the dog doesn't look good, she can report it.","[-0.0354878  -0.00111878 -0.01378105 ...  0.00604744  0.00058562
 -0.00640673]",human,0.28184670698725267,0.5639357966396786,12,0.365764534952975,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
27,6,3.0,She could try to locate the owner.,"[-3.43177781e-02  2.87375351e-02  1.23915293e-05 ...  5.05394185e-03
 -2.25949409e-02 -1.05692991e-02]",human,0.16239799697604163,0.4498243877335494,4,0.2382815009310627,Look for the owner.
27,6,4.0,Look for security to maybe help locate owner.,"[-0.04679269  0.02066275 -0.00947914 ... -0.00356975 -0.02596914
 -0.02482746]",human,0.28591643707814796,0.5678236798532867,4,0.2421442215605094,Look for the owner.
27,6,5.0,She could stay with the dog until the owner returns.,"[-0.02368492  0.02038685 -0.00276165 ... -0.00940393 -0.00771033
 -0.00204537]",human,0.22879455798122916,0.5132541654357325,12,0.3148620827127332,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
28,6,1.0,Call mall security.,"[-0.02643036 -0.02786435  0.00121608 ...  0.00613662 -0.00738785
  0.00138302]",human,0.15219362093769273,0.49847394632614195,6,0.03243439605642795,Call mall security.
28,6,2.0,Visit mall security.,"[-0.03319197 -0.01929765 -0.00337323 ...  0.00876885  0.00092725
  0.00989584]",human,0.22524317818503248,0.5632277000563684,6,0.07551984982962634,Call mall security.
28,6,3.0,Call 911.,"[-0.04543434  0.01207582  0.00667929 ... -0.02526888  0.0073448
 -0.02611026]",human,0.30594811962301494,0.6347674615499646,1,0.011932099500988724,Call 911.
28,6,4.0,Call the Animal Control Center.,"[-0.03712465 -0.01030935 -0.00019557 ... -0.01435358 -0.0080062
 -0.01410682]",human,0.30577434262452785,0.634613419371092,7,0.13539005330130383,Call animal control.
28,6,5.0,Leave a message on the car window.,"[-3.03470832e-02 -9.53701059e-03 -5.78038024e-05 ... -2.61384737e-02
  2.47556459e-02  5.52755835e-03]",human,0.4650969356398844,0.775842693586211,0,0.3851564038576585,Get license  plate number.
29,6,1.0,Call 911.,"[-0.04543434  0.01207582  0.00667929 ... -0.02526888  0.0073448
 -0.02611026]",human,0.3346807261650917,0.6894124547425273,1,0.011932099500988724,Call 911.
29,6,2.0,Find mall security.,"[-0.016502   -0.0189835   0.00233804 ...  0.00715371  0.00010396
 -0.00473424]",human,0.40586723806875225,0.7493930889025675,6,0.08179072804818377,Call mall security.
29,6,3.0,Try to open the car door.,"[-0.02689616 -0.0024182  -0.00108278 ... -0.01886918 -0.01908573
  0.00145363]",human,0.2856789966887363,0.6481243689755476,5,0.10058836564173401,Try to open the car door.
29,6,4.0,Break the car window.,"[-0.02620713 -0.04053481  0.00936168 ... -0.02839106 -0.01282536
 -0.00715688]",human,0.2672146657496677,0.6325666144311899,13,0.07847292252777294,Break the window.
29,6,5.0,Get in your car and go home.,"[-0.00302352  0.00346298 -0.00184999 ... -0.0136939   0.01777574
  0.02986324]",human,0.33622134986387975,0.6907105600153401,19,0.4629831312222332,Walk away.
133,6,1.0,Break window.,"[-0.04765575 -0.04725889 -0.00539889 ... -0.0223066  -0.01962782
 -0.03565086]",human,0.4065673437843609,0.7563445020622476,13,0.25814269215016306,Break the window.
133,6,2.0,Call police.,"[-0.03508876 -0.0180935   0.00084513 ... -0.0153479   0.02645385
 -0.02431228]",human,0.25485837582205373,0.6301432131095176,3,0.0739916254032651,Call the police.
133,6,3.0,Inform mall security.,"[-0.05123263 -0.00970199 -0.00647694 ... -0.00638107  0.00191835
  0.00509642]",human,0.32360568354661656,0.6873316507042244,6,0.1358378362825463,Call mall security.
133,6,4.0,Jimmy lock to open door.,"[ 0.00935158 -0.00096358 -0.00736973 ... -0.00557234 -0.01584621
 -0.00865236]",human,0.4169541157555471,0.7649848878510915,5,0.32209004199248414,Try to open the car door.
133,6,5.0,Call fire dept.,"[-0.05422494 -0.01574736  0.00682481 ...  0.00673501 -0.00012493
 -0.01144413]",human,0.27055689838387664,0.6432022550934293,1,0.3157482361242109,Call 911.
32,6,1.0,Wait for the owner to come back.,"[-0.04364934 -0.0234507   0.00760059 ...  0.00312527 -0.00910729
 -0.00997252]",human,0.29311172236221883,0.6573240593682306,18,0.09973141136296415,Wait for the owner.
32,6,2.0,Call the police.,"[-0.0158989  -0.02674347  0.00585968 ... -0.02239731  0.00223209
 -0.02593811]",human,0.3012207129449411,0.6641228757770258,3,0.016473563881746478,Call the police.
32,6,3.0,Break the windows and rescue the dog.,"[-0.04394178 -0.03318108 -0.00411358 ... -0.02190278 -0.0166314
 -0.02022738]",human,0.3435693820539556,0.6996292465751986,2,0.09943020321182328,Break a window to rescue the dog.
32,6,4.0,Go into the mall and page the owner.,"[-0.01738382 -0.00759323 -0.00836193 ...  0.00900689 -0.00682079
 -0.00483342]",human,0.2954974520474585,0.6593243253650263,14,0.1756973532656636,Ask the mall to make an announcement.
32,6,5.0,Ignore the situation.,"[-0.03212422 -0.00804746  0.0011659  ... -0.0133304  -0.01470856
  0.01661173]",human,0.41288298264786993,0.757743809696619,19,0.2830666537152473,Walk away.
311,6,1.0,Erica should immediately go back to the mall and ask the staff at the customer service to make an announcement for the car's owner to return to their vehicle.,"[-0.03438145  0.01466906 -0.00463323 ... -0.00744299  0.00370794
  0.0003455 ]",human,0.23331382143555857,0.5315221785034794,14,0.2831485921005058,Ask the mall to make an announcement.
311,6,2.0,"Erica should contact local animal control or the police to report the situation, as leaving a dog in a hot car can be dangerous.","[-0.0287959   0.00373011 -0.00261834 ... -0.00127579  0.00924836
 -0.00288975]",human,0.16539813710017714,0.4678769553456856,12,0.20889852639614126,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
311,6,3.0,"Erica should see if anyone nearby has tools or knowledge about how to handle such situations, or if they could help find the owner.","[-0.01646351  0.02663349 -0.00382894 ... -0.00884742 -0.02304587
 -0.00475435]",human,0.19975923972741194,0.5000774708239482,12,0.26855786435411433,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
311,6,4.0,"Carefully check if any of the car doors are unlocked, as some people might accidentally leave their cars open.","[ 0.00888668  0.01554993 -0.01457275 ... -0.00670573  0.00096125
  0.01035954]",human,0.39944830132649356,0.6872103107859683,5,0.32335841253008546,Try to open the car door.
311,6,5.0,"If the dog's life is clearly in immediate danger and authorities haven't arrived, Erica could break the window carefully to rescue the dog. However, this should only be a last resort, as it may have legal consequences.","[-0.03410816 -0.03418177 -0.00318077 ...  0.0054751  -0.00944722
 -0.01988825]",human,0.2535959622291011,0.5505290012949314,2,0.2001275633938694,Break a window to rescue the dog.
214,6,1.0,Call 911.,"[-0.04547665  0.01209353  0.00669525 ... -0.02524948  0.00736788
 -0.02616011]",human,0.3250141165511763,0.6814499064342493,1,0.011925075049216027,Call 911.
214,6,2.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.41233460861210824,0.7550011837999104,13,0.012440527624303588,Break the window.
214,6,3.0,Ask someone around if they can help.,"[-0.03044026  0.01282038 -0.00860657 ... -0.00250144 -0.0286018
  0.0059099 ]",human,0.26983104562920146,0.6349684304430372,8,0.1578571332443286,Ask someone around if they can help.
214,6,4.0,Ask an associate in the mall.,"[-0.03536755 -0.02395065 -0.02008814 ...  0.01934357 -0.01490711
  0.00486692]",human,0.3491746028760867,0.7018006235343406,14,0.2872634267860713,Ask the mall to make an announcement.
214,6,5.0,Call friend to get advice.,"[ 0.00046624 -0.02612379 -0.00541541 ... -0.02578305 -0.00092184
 -0.00926502]",human,0.274389424049051,0.6388080166338941,10,0.37587297198198844,Call for help.
312,6,1.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.3644164601675286,0.6859013001394879,13,0.012440527624303588,Break the window.
312,6,2.0,Call the police.,"[-0.0158989  -0.02674347  0.00585968 ... -0.02239731  0.00223209
 -0.02593811]",human,0.2019776345339449,0.5417321632689438,3,0.016473563881746478,Call the police.
312,6,3.0,Try to find owner.,"[-0.04426637  0.00461241 -0.00246236 ... -0.00167961 -0.01193943
 -0.0233023 ]",human,0.39321974387975933,0.7114650441251588,4,0.09455092111869012,Look for the owner.
312,6,4.0,Call fire company.,"[-0.04179642 -0.00185913  0.00948835 ...  0.00634915 -0.00811798
 -0.01070977]",human,0.2468092483229205,0.5815215119007153,1,0.29969266724525634,Call 911.
312,6,5.0,Call animal control.,"[-0.06474962 -0.02694038  0.00972275 ...  0.00617169 -0.00796492
 -0.01028937]",human,0.24346169136308404,0.5785504586710336,7,0.021085635577328232,Call animal control.
137,6,1.0,Try to open the door.,"[-0.04147824 -0.00192578  0.00206651 ... -0.01513956 -0.0242944
 -0.00337196]",human,0.28414492099480737,0.6601715472294184,5,0.14386983672786435,Try to open the car door.
137,6,2.0,Go back into the mall and ask that security or someone make an annoucement.,"[-0.03186486 -0.01225889 -0.01020198 ... -0.00514571 -0.01393056
 -0.00523514]",human,0.3654267635007248,0.7271436828050045,14,0.146076765168625,Ask the mall to make an announcement.
137,6,3.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.3102228754077072,0.6816584653974881,13,0.012440527624303588,Break the window.
137,6,4.0,Call 911.,"[-0.04547665  0.01209353  0.00669525 ... -0.02524948  0.00736788
 -0.02616011]",human,0.3608458168460522,0.7233692139819221,1,0.011925075049216027,Call 911.
137,6,5.0,Try to find the owner on her own.,"[-0.01916451 -0.01948066 -0.00262891 ...  0.00344186 -0.01964626
 -0.00818218]",human,0.3835615207059726,0.7420858074017957,4,0.21480914668396556,Look for the owner.
295,6,1.0,Call security of the mall.,"[-0.02982254 -0.00986184  0.00241518 ...  0.00716833  0.00830319
 -0.00729403]",human,0.33445003613667024,0.6783482896620655,6,0.08078770116557277,Call mall security.
295,6,2.0,Call animal control.,"[-0.06480896 -0.02696939  0.0097046  ...  0.0061821  -0.00795945
 -0.01027773]",human,0.24420443368597566,0.6008348709970617,7,0.02112095235968381,Call animal control.
295,6,3.0,Call the police.,"[-0.0158989  -0.02674347  0.00585968 ... -0.02239731  0.00223209
 -0.02593811]",human,0.1963170863358823,0.5597036479445899,3,0.016473563881746478,Call the police.
295,6,4.0,Leave the doggie.,"[-0.04996592 -0.02377034  0.0084007  ... -0.00680822  0.00503677
 -0.02045389]",human,0.42835753908966745,0.759006974345984,17,0.24971090544030417,Stay with the dog.
295,6,5.0,Break the window.,"[-0.0272918  -0.05039421  0.00626512 ... -0.02531853 -0.01412404
 -0.01798709]",human,0.3610057173049759,0.7011573969917868,13,0.012452920513724153,Break the window.
139,6,1.0,Call the police.,"[-0.0158989  -0.02674347  0.00585968 ... -0.02239731  0.00223209
 -0.02593811]",human,0.23348499963741864,0.6077232767387784,3,0.016473563881746478,Call the police.
139,6,2.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.35334179776739694,0.7081534464381183,13,0.012440527624303588,Break the window.
139,6,3.0,Call animal control.,"[-0.06474962 -0.02694038  0.00972275 ...  0.00617169 -0.00796492
 -0.01028937]",human,0.288696652583156,0.6539861150694689,7,0.021085635577328232,Call animal control.
139,6,4.0,Go in the store to find the owner.,"[-0.02580908  0.02053985 -0.00129281 ...  0.00241869 -0.01720122
 -0.00754821]",human,0.3624975919068384,0.715825251237703,4,0.2503174866763589,Look for the owner.
139,6,5.0,Mind her business.,"[ 0.00089558  0.00018436  0.00123715 ...  0.00743413 -0.01922542
 -0.00109023]",human,0.4103069205982546,0.7558855487644516,15,0.16179913839375304,Mind her own business.
34,6,1.0,Call the mall security.,"[-0.02433718 -0.02316889  0.00303335 ...  0.00010463 -0.00581685
 -0.01323836]",human,0.25025519169527977,0.5947097878053142,6,0.057256003262622146,Call mall security.
34,6,2.0,Talk to the management of the mall.,"[-0.03687526 -0.03287674 -0.00876713 ... -0.00432063  0.02034804
 -0.00287857]",human,0.325665636050416,0.6606198488498308,14,0.2597950800623887,Ask the mall to make an announcement.
34,6,3.0,Call the animal control.,"[-0.06163154 -0.00531341  0.01448558 ... -0.00450301 -0.0120781
 -0.02084676]",human,0.23818152301948348,0.5841571880128325,7,0.06024816101809782,Call animal control.
34,6,4.0,Try and locate the owner of the dog.,"[-0.03276636  0.03231127  0.00272886 ...  0.00333453 -0.00659878
 -0.01851139]",human,0.2876842000566098,0.6274234025708387,4,0.18065135613925953,Look for the owner.
34,6,5.0,Stay with the dog if it is safe to do so.,"[-0.00994976  0.01221166 -0.00929603 ... -0.00706681 -0.01465661
  0.00075179]",human,0.4021427598651963,0.7274622065927847,17,0.1908554228340209,Stay with the dog.
35,6,1.0,Call firefighters.,"[-0.03598379 -0.01952052 -0.00152767 ... -0.00466612  0.00182479
 -0.02606303]",human,0.36758706857746515,0.7600552521801683,1,0.2958182815807546,Call 911.
35,6,2.0,Do nothing.,"[-0.01819856 -0.00038459 -0.00090993 ... -0.00535154 -0.01326251
 -0.01627899]",human,0.40806548368374274,0.7914148052443062,9,0.01090681375743241,Do nothing.
35,6,3.0,Try to see if any door is unlocked and if so open and roll windows down.,"[-0.0362709   0.00233989 -0.00888012 ... -0.00787954 -0.01577298
  0.01262533]",human,0.3338063667179836,0.7338845706027183,5,0.17308453561704296,Try to open the car door.
35,6,4.0,If she knows the car owner go and get them.,"[-0.01589385  0.03213895 -0.00295266 ... -0.00578823 -0.00266361
 -0.0004091 ]",human,0.39196235888879327,0.7789393465293402,4,0.31627341309213075,Look for the owner.
35,6,5.0,Break window.,"[-0.04765575 -0.04725889 -0.00539889 ... -0.0223066  -0.01962782
 -0.03565086]",human,0.3996873271204566,0.7849240559242994,13,0.25814269215016306,Break the window.
296,6,1.0,Open the door.,"[-0.01240955 -0.01030743  0.00379788 ... -0.0075567  -0.01628558
 -0.01385524]",human,0.25426091873915735,0.5886670079670635,5,0.29029017039587435,Try to open the car door.
296,6,2.0,Roll down the window.,"[-0.03721428 -0.03262581  0.00418251 ... -0.00117691 -0.00088408
  0.00679332]",human,0.25179444328996636,0.5864796992560439,13,0.380950974630596,Break the window.
296,6,3.0,Look for the owner.,"[-0.03737149  0.01261414 -0.00260062 ...  0.00679482 -0.0140942
 -0.02939936]",human,0.4019415226852314,0.7196324597277006,4,0.04896118334423072,Look for the owner.
296,6,4.0,Call the police.,"[-0.01585649 -0.02676998  0.00584205 ... -0.02236849  0.0022181
 -0.02586747]",human,0.3263057365075319,0.6525574705866045,3,0.016480652341082758,Call the police.
296,6,5.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.2184352939491847,0.5568962878463676,13,0.012440527624303588,Break the window.
219,6,1.0,Look for the owner.,"[-0.03737149  0.01261414 -0.00260062 ...  0.00679482 -0.0140942
 -0.02939936]",human,0.3290818679298543,0.6691242553382519,4,0.04896118334423072,Look for the owner.
219,6,2.0,Call the police.,"[-0.01585649 -0.02676998  0.00584205 ... -0.02236849  0.0022181
 -0.02586747]",human,0.2585371949130709,0.6080472214770489,3,0.016480652341082758,Call the police.
219,6,3.0,Call the SPCA.,"[-0.03985738 -0.01096713 -0.00386515 ... -0.01203338 -0.02828097
 -0.0096597 ]",human,0.25915457908132433,0.60858174792869,7,0.2029622430927458,Call animal control.
219,6,4.0,Try and open the door.,"[-0.03827847  0.00753662  0.00200214 ... -0.02022834 -0.02271151
  0.00012366]",human,0.36631151874675005,0.7013573999024538,5,0.16191592054812332,Try to open the car door.
219,6,5.0,Break a car window to save the dog.,"[-0.04335363 -0.03446732  0.0022528  ... -0.02404299 -0.00805158
 -0.01870595]",human,0.3237456871140696,0.6645042311402858,2,0.08368093840448154,Break a window to rescue the dog.
142,6,1.0,Assess the severity.,"[-0.02504352  0.03116221 -0.00055208 ...  0.00012981  0.00876006
 -0.0154346 ]",human,0.39617930841442706,0.755591953629731,21,0.3126689637042275,Assess the situation.
142,6,2.0,Locate the owner.,"[ 0.00491749  0.02844997  0.00032303 ...  0.01188535 -0.00115387
 -0.02688454]",human,0.3716770380196932,0.7355295082609141,4,0.11823659248333573,Look for the owner.
142,6,3.0,Call for help.,"[-0.02368538 -0.02031443  0.00352841 ... -0.02274506 -0.01360801
 -0.02244345]",human,0.34387408663196184,0.7127644671311703,10,0.0463410719227364,Call for help.
142,6,4.0,"Take photos or videos of the car, the license plate, and the dog’s condition as evidence in case intervention is needed or legal action arises.","[-0.00150696  0.01301367 -0.00938438 ... -0.01538424 -0.00602782
 -0.01978972]",human,0.30876576894318997,0.684017796138044,20,0.13622205373478935,Record the dog and car for video evidence.
142,6,5.0,"If the dog appears to be in immediate danger and no help is forthcoming, Erica might consider taking action, such as finding a way to provide ventilation or water.","[-0.02648509  0.00399989 -0.00233541 ...  0.00082033 -0.00722254
 -0.01415911]",human,0.30430602315460065,0.6803661587672628,12,0.19157526336842223,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
268,6,1.0,Ask around the parking lot or have the mall announce the owner’s car information over the PA system.,"[-0.03732525 -0.00456646 -0.01127268 ...  0.00675936  0.01166237
 -0.01581434]",human,0.348419888771786,0.7342870893762514,14,0.18308718012414893,Ask the mall to make an announcement.
268,6,2.0,They can intervene if the situation seems dangerous for the dog.,"[-0.01928437 -0.00598781 -0.00946785 ...  0.00409357  0.00611186
 -0.0285913 ]",human,0.3670091144951506,0.7490000978595344,12,0.329307730644109,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
268,6,3.0,"Keep an eye on the dog until help arrives, ensuring it doesn’t get worse.","[-0.00760779  0.01247951  0.00309429 ...  0.00308235 -0.01780838
 -0.01742628]",human,0.3503618944382235,0.7358241488681375,12,0.3677464053363655,"If Erica is unsure about what to do or the situation doesn’t seem immediately life-threatening, she could stay nearby and monitor the dog’s condition, while continuing to try to find the car owner or waiting for authorities to arrive."
268,6,4.0,Take a photo of the car and license plate.,"[ 0.0031229   0.00640127 -0.01061917 ... -0.01491315  0.00624248
  0.00181287]",human,0.3531284002962588,0.7380137841312757,20,0.1748478319193374,Record the dog and car for video evidence.
268,6,5.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.4151589573852288,0.7871097565108875,13,0.012440527624303588,Break the window.
221,6,1.0,Call the police.,"[-0.01583066 -0.02677326  0.00586012 ... -0.022399    0.00220796
 -0.02588452]",human,0.2594516862380999,0.6458796625366374,3,0.016476771472031304,Call the police.
221,6,2.0,Call a mall officer to find the owner.,"[-0.0532201  -0.01532877 -0.0058954  ...  0.01158987 -0.00110696
 -0.01873038]",human,0.3044800146973533,0.6826126190213131,14,0.2017744897722762,Ask the mall to make an announcement.
221,6,3.0,Break the window.,"[-0.0272918  -0.05039421  0.00626512 ... -0.02531853 -0.01412404
 -0.01798709]",human,0.3602300585496533,0.7280920761745674,13,0.012452920513724153,Break the window.
221,6,4.0,Stay and fight the dog owner.,"[-0.0084642  -0.02886528 -0.0015135  ... -0.00103039  0.00191104
 -0.00990461]",human,0.36265470347902273,0.7300700393752635,17,0.2661109702833149,Stay with the dog.
221,6,5.0,Tell people around to see what other solutions they have.,"[-0.02228737 -0.02280881 -0.01899052 ... -0.01297714 -0.00240956
  0.0031791 ]",human,0.4500860389428656,0.801394282377013,8,0.28816347619385974,Ask someone around if they can help.
37,6,1.0,Call 911.,"[-0.04547665  0.01209353  0.00669525 ... -0.02524948  0.00736788
 -0.02616011]",human,0.3376376968837891,0.6842830029432103,1,0.011925075049216027,Call 911.
37,6,2.0,Ask the mall to make a announcement.,"[-0.04774129 -0.03483477 -0.01279415 ...  0.00288149 -0.00333097
 -0.0059797 ]",human,0.4079550710479073,0.7443403666637778,14,0.1374260338194575,Ask the mall to make an announcement.
37,6,3.0,Break the window.,"[-0.02726403 -0.05039899  0.00627331 ... -0.02530576 -0.01407984
 -0.01797361]",human,0.22730159875739042,0.5900460486277733,13,0.012440527624303588,Break the window.
37,6,4.0,Cry.,"[ 0.00104587 -0.06836666 -0.00770214 ... -0.01449448  0.00423015
 -0.00191193]",human,0.3677909916728722,0.7100366294693493,19,0.4720108472216211,Walk away.
37,6,5.0,Ask someone else to break the window.,"[-0.04311702 -0.03206138 -0.00406909 ... -0.02441455 -0.02556618
 -0.00028575]",human,0.24295477698229928,0.6034152710882432,13,0.25280151299379294,Break the window.
144,6,1.0,Call thenon emergency police and report it.,"[-0.03414978 -0.00700353 -0.00902857 ... -0.01047502  0.00163063
 -0.00735337]",human,0.2970851670135455,0.6611529114984176,3,0.2797337047689784,Call the police.
144,6,2.0,Call animal control.,"[-0.06474962 -0.02694038  0.00972275 ...  0.00617169 -0.00796492
 -0.01028937]",human,0.2853262222435027,0.6513021869628839,7,0.021085635577328232,Call animal control.
144,6,3.0,Look for the owner.,"[-0.03734578  0.01259999 -0.00258014 ...  0.00677944 -0.01409719
 -0.02942241]",human,0.3387355037884654,0.69604430714705,4,0.04894148148252242,Look for the owner.
144,6,4.0,Stay with the car until help arrives.,"[-0.00075194  0.00611715 -0.00253898 ... -0.01391275 -0.00566804
  0.0039732 ]",human,0.36492765088844825,0.7179860401104907,17,0.4135511152665561,Stay with the dog.
144,6,5.0,Assess the situation.,"[-0.01169413  0.01630256 -0.00138777 ... -0.00320131  0.010583
 -0.00055129]",human,0.3630382027709844,0.7164032082073462,21,0.13694643379188576,Assess the situation.
145,6,1.0,Call police.,"[-0.03508876 -0.0180935   0.00084513 ... -0.0153479   0.02645385
 -0.02431228]",human,0.2989345806665906,0.6710876288375883,3,0.0739916254032651,Call the police.
145,6,2.0,Break window.,"[-0.04761557 -0.04725184 -0.00544768 ... -0.02228673 -0.01960836
 -0.03561248]",human,0.4386592452438516,0.7864667855462524,13,0.25807612575741157,Break the window.
145,6,3.0,Ask for help.,"[-0.01635013 -0.00082111 -0.00192592 ... -0.00621095 -0.01971094
 -0.00028261]",human,0.3039308439557691,0.6752133474195146,8,0.21842159651406456,Ask someone around if they can help.
145,6,4.0,Go to store have them page.,"[-0.04714107  0.00556455 -0.00464849 ... -0.00144014 -0.02031531
  0.01650619]",human,0.34704395500754615,0.7108144663149577,14,0.34114124328897555,Ask the mall to make an announcement.
145,6,5.0,Yell out.,"[ 0.01217117 -0.00792289 -0.00262559 ...  0.01343081  0.00548384
 -0.02878718]",human,0.30838800600467486,0.6788938973071991,10,0.38466700497879036,Call for help.
222,6,1.0,Call for help from mall security.,"[-0.01556758 -0.01194527 -0.00046608 ... -0.00573722 -0.001384
 -0.01558277]",human,0.34672867107225214,0.7206584029028598,6,0.11817027675426095,Call mall security.
222,6,2.0,Break a window to rescue the dog.,"[-0.04082671 -0.02959797 -0.00041478 ... -0.01424595 -0.02331155
 -0.02374558]",human,0.2658096285576943,0.6550902181326311,2,0.061917601948806356,Break a window to rescue the dog.
222,6,3.0,Ignore the problem.,"[-0.03220233 -0.0044639  -0.00147032 ... -0.01979155 -0.00419598
  0.01458871]",human,0.4438701586301992,0.7993715315698035,19,0.3345632629675461,Walk away.
222,6,4.0,See if she can break into the car without damaging it.,"[-0.00150233  0.00011179 -0.006069   ... -0.02011312 -0.0263649
 -0.01125768]",human,0.39142030982877585,0.7568717531429442,5,0.3570325279858071,Try to open the car door.
222,6,5.0,Call the emergency animal rescue nearby.,"[-0.05673402  0.01836965  0.00335087 ...  0.00218083 -0.00450466
 -0.00517743]",human,0.31099670820449055,0.6917050209706046,7,0.25200936988276346,Call animal control.
313,6,1.0,Call mall security.,"[-0.02643081 -0.02787888  0.00117744 ...  0.0061543  -0.00736689
  0.00139623]",human,0.3064855191782996,0.6943074861738651,6,0.03242727109103727,Call mall security.
